customerID,tenure,MonthlyCharges,TotalCharges,Churn
5995-LFTLE,58,25.30,1474.35,No
3777-XROBG,58,19.55,1079.65,No
8224-UAXBZ,58,45.35,2540.10,No
2346-LOCWC,58,20.50,1191.40,No
2205-LPVGL,58,89.85,5125.75,No
3685-YLCMQ,58,104.65,6219.60,Yes
5708-EVONK,58,93.40,5435.60,Yes
4534-WGCIR,58,25.15,1509.90,No
1930-WNXSB,58,92.85,5305.05,No
2371-KFUOG,58,99.15,5720.95,No
6217-KDYWC,57,19.60,1170.55,No
0699-NDKJM,57,58.75,3437.45,No
7529-ZDFXI,57,89.85,4925.35,No
7633-MVPUY,57,59.75,3450.15,No
5240-CAOYT,57,87.55,4884.85,No
8755-OGKNA,57,19.50,1167.60,No
1573-LGXBA,57,97.55,5598.00,No
3164-YAXFY,57,53.75,3196.00,No
2293-IJWPS,57,100.75,5985.00,No
7416-CKTEP,57,19.60,1134.25,No
3132-TVFDZ,57,44.85,2572.95,Yes
0602-DDUML,57,69.75,3894.40,No
1447-PJGGA,57,95.25,5464.65,Yes
9297-FVVDH,57,84.50,4845.40,No
3207-OYBWH,57,95.25,5427.05,Yes
5414-OFQCB,57,90.45,5229.80,No
2972-YDYUW,57,94.70,5468.95,No
4981-FLTMF,57,65.20,3687.85,No
5236-PERKL,57,112.95,6465.00,Yes
5198-EFNBM,57,90.65,5199.80,No
6463-MVYRY,57,69.85,4003.00,No
8384-FZBJK,57,100.60,5611.70,No
1023-BQXZE,57,74.35,4317.35,No
1400-WIVLL,57,107.95,5969.85,No
8996-ZROXE,57,53.50,3035.80,No
3474-BAFSJ,57,57.50,3265.95,No
2883-ILGWO,57,104.90,5913.95,No
2550-AEVRU,57,53.45,3053.00,No
8468-EHYJA,57,99.65,5497.05,No
6771-XWBDM,57,104.50,5921.35,Yes
5821-MMEIL,57,19.90,1115.60,No
2325-ZUSFD,57,70.10,3913.30,Yes
4628-CTTLA,57,39.30,2111.45,Yes
7733-UDMTP,57,55.00,3094.05,No
5016-LIPDW,57,19.40,1061.60,No
6195-MELTI,57,54.65,3134.70,No
3621-CHYVB,57,49.90,2782.40,No
1139-WUOAH,57,53.35,3090.05,No
0103-CSITQ,57,109.40,6252.70,No
4884-TVUQF,57,101.30,5779.60,No
3950-VPYJB,57,59.60,3509.40,No
8727-JQFHV,57,20.75,1123.15,No
0533-UCAAU,57,71.10,4140.10,No
1399-OUPJN,57,19.75,1272.05,No
4188-FRABG,57,103.05,5925.75,No
4188-PCPIG,57,70.35,4124.65,No
8745-PVESG,57,41.10,2258.25,No
8961-QDZZJ,57,95.00,5535.80,No
0716-BQNDX,57,93.75,5625.55,No
8464-EETCQ,57,18.80,1094.35,No
8421-WZOOW,57,95.30,5567.45,No
0780-XNZFN,57,20.65,1125.60,No
3585-YNADK,57,74.60,4368.95,No
7493-GVFIO,57,20.55,1252.85,No
7153-CHRBV,57,59.30,3274.35,No
4685-ERGHK,57,86.90,4939.25,No
8647-SDTWQ,57,74.30,4018.35,No
6169-PGNCD,57,74.30,4166.35,No
4990-ALDGW,57,20.75,1118.80,No
3768-NLUBH,57,100.60,5746.15,Yes
7672-VFMXZ,57,55.70,3171.60,No
3259-KNMRR,57,79.75,4438.20,No
2267-WTPYD,57,94.00,5438.95,No
0508-SQWPL,57,20.10,1087.70,No
7164-BPTUT,57,89.55,5012.35,No
2673-CXQEU,56,110.50,6139.50,No
1091-SOZGA,56,99.80,5515.45,No
2805-EDJPQ,56,99.75,5608.40,No
8677-HDZEE,56,105.45,5916.95,No
0356-OBMAC,56,99.90,5706.30,No
5791-KAJFD,56,68.75,3808.00,No
6815-ABQFQ,56,107.25,6033.30,No
4710-FDUIZ,56,100.30,5614.45,Yes
4913-EHYUI,56,104.55,5794.65,Yes
5285-MVEHD,56,105.60,6068.65,No
4849-PYRLQ,56,73.25,4054.20,No
1206-EHBDD,56,80.30,4513.65,No
4869-EPIUS,56,80.90,4557.50,No
8268-YDIXR,56,93.15,5253.95,No
6766-HFKLA,56,103.20,5744.35,No
1004-NOZNR,56,94.80,5264.30,No
5035-PGZXH,56,106.80,5914.40,No
2924-KHUVI,56,100.55,5514.95,No
5127-BZENZ,56,65.20,3512.15,No
2929-QNSRW,56,98.25,5508.35,Yes
5451-MHQOF,56,24.45,1431.65,No
2418-TPEUN,56,19.80,1119.90,No
8958-JPTRR,56,24.30,1261.70,No
3143-ILDAL,56,94.45,5124.60,Yes
7901-TBKJX,56,101.05,5594.00,No
4010-YLMVT,56,106.60,5893.95,No
2530-FMFXO,56,103.20,5873.75,No
7622-FWGEW,56,85.65,4824.45,No
6922-NCEDI,56,21.20,1238.65,No
2908-WGAXL,56,24.95,1468.90,No
9150-HEPMB,56,52.70,3019.70,No
4612-THJBS,56,104.75,5510.65,Yes
1088-AUUZZ,56,75.85,4261.20,No
8129-GMVGI,56,20.05,1090.10,No
0880-FVFWF,56,86.40,4922.40,No
5893-PYOLZ,56,81.80,4534.45,No
4295-YURET,56,72.60,4084.35,No
3489-VSFRD,56,60.25,3282.75,No
4521-WFJAI,56,25.95,1444.05,No
0621-TSSMU,56,19.95,1126.75,No
4299-OPXEJ,56,19.55,1080.55,No
4840-ORQXB,56,104.75,5841.35,No
4979-HPRFL,56,24.15,1402.25,No
4355-CVPVS,56,88.90,4968.00,No
0019-GFNTW,56,45.05,2560.10,No
4872-VXRIL,56,64.65,3665.55,No
8626-XHBIE,56,24.80,1424.20,No
2208-UGTGR,56,98.60,5581.05,No
7629-WFGLW,56,95.65,5471.75,No
6481-LXPWL,56,36.10,1971.50,No
1020-JPQOW,56,90.55,5116.60,No
1043-YCUTE,56,25.15,1327.15,Yes
4369-NYSCF,56,75.75,4284.65,No
5018-GWURO,56,85.60,4902.80,No
5827-MWCZK,56,96.95,5432.20,No
1741-WTPON,56,115.85,6567.90,No
3791-LGQCY,56,100.65,5688.05,Yes
5181-OABFK,56,61.30,3346.80,No
4007-NHVHI,56,96.85,5219.65,No
3050-RLLXC,56,81.25,4620.40,No
6681-ZSEXG,56,59.50,3389.25,No
3646-ITDGM,56,19.70,1051.90,No
9200-NLNPD,56,54.05,2959.80,No
9593-CVZKR,56,24.45,1385.85,No
0899-WZRSD,56,105.35,5794.45,No
1061-PNTHC,56,109.60,5953.00,No
1935-IMVBB,56,89.70,4952.95,No
6284-KMNUF,56,98.00,5270.60,No
6229-UOLQL,56,52.00,2884.90,No
8023-QHAIO,56,76.85,4275.75,No
9711-FJTBX,56,85.85,4793.80,No
6198-PNNSZ,56,109.80,6109.65,No
6128-DAFVY,56,44.85,2564.95,No
7018-FPXHH,56,59.80,3457.45,No
1427-VERSM,56,98.70,5669.50,No
4114-QMKVN,56,68.75,3815.40,No
4597-ELFTS,56,24.90,1334.00,Yes
5820-PTRYM,56,68.45,4014.00,No
1450-SKCVI,56,73.85,4092.85,Yes
6664-FPDAC,56,111.95,6418.90,Yes
0486-HECZI,55,96.75,5238.90,Yes
0533-BNWKF,55,85.45,4874.70,Yes
2055-SIFSS,55,51.65,2838.55,No
0913-XWSCN,55,85.50,4713.40,No
2075-PUEPR,55,19.35,1153.25,No
0036-IHMOT,55,103.70,5656.75,No
0727-BMPLR,55,100.00,5509.30,Yes
9220-ZNKJI,55,88.80,4805.30,No
5095-ETBRJ,55,56.80,3112.05,No
6968-GMKPR,55,81.55,4509.50,No
4918-FYJNT,55,90.45,5044.80,No
1098-KFQEC,55,19.40,1083.00,No
7449-HVPIV,55,90.40,5099.15,No
4547-FZJWE,55,59.45,3157.00,No
5793-YOLJN,55,21.00,1210.30,No
6974-DAFLI,55,19.70,1140.05,No
9018-PCIOK,55,64.75,3617.10,No
0058-EVZWM,55,89.80,4959.60,No
7009-PCARS,55,19.10,1001.50,No
7740-BTPUX,55,113.60,6292.70,No
1303-SRDOK,55,69.05,3842.60,No
7271-AJDTL,55,94.45,5073.10,No
6504-VBLFL,55,58.60,3068.60,No
8380-MQINP,55,20.30,1079.05,No
8400-WZICQ,55,55.70,3131.80,No
1552-CZCLL,55,20.00,1087.25,No
1925-LFCZZ,55,50.05,2743.45,No
4877-TSOFF,55,75.75,4264.25,No
0412-UCCNP,55,59.20,3175.85,No
3537-HPKQT,55,77.75,4266.40,No
1335-MXCSE,55,55.25,3119.90,No
1073-XXCZD,55,25.70,1443.65,No
0531-ZZJWQ,55,74.00,4052.40,No
3005-TYFRD,55,103.65,5676.65,No
4088-YLDSU,55,104.15,5743.05,Yes
4644-OBGFZ,55,19.50,1026.35,No
3400-ESFUW,55,57.55,3046.40,Yes
1264-BYWMS,55,96.80,5283.95,Yes
0813-TAXXS,55,77.80,4323.35,No
3807-BPOMJ,55,94.75,5276.10,No
5906-DVAPM,55,75.00,4213.90,No
4135-FRWKJ,55,76.25,4154.55,No
7269-JISCY,55,45.05,2462.60,No
8016-NCFVO,55,116.50,6382.55,No
8807-OPMBM,55,25.65,1388.00,No
7753-USQYQ,55,64.20,3627.30,No
9591-YVTEB,55,44.85,2479.05,No
0334-ZFJSR,55,66.05,3462.10,No
7879-CGSFV,55,100.90,5552.05,No
5536-SLHPM,55,77.75,4458.15,Yes
8034-RYTVV,55,84.25,4589.85,No
2404-JIBFC,55,85.10,4657.95,No
6051-PTVNS,55,19.15,998.10,No
2338-BQEZT,55,50.55,2832.75,No
9691-HKOVS,55,90.15,4916.95,No
3162-KKZXO,55,100.15,5409.75,No
2696-ECXKC,55,100.90,5448.60,No
7148-XZPHA,55,79.40,4238.45,No
2101-RANCD,55,73.10,4144.90,No
2400-FEQME,55,20.50,1177.95,No
4701-AHWMW,55,54.55,2978.30,Yes
3541-ZNUHK,55,85.10,4600.95,No
3005-NFMTA,55,98.80,5617.75,Yes
3605-JISKB,55,60.00,3316.10,No
2651-ZCBXV,54,108.00,5760.65,No
5020-ZSTTY,54,82.45,4350.10,Yes
0206-TBWLC,54,114.65,6049.50,No
6353-BRMMA,54,104.10,5645.80,No
7722-CVFXN,54,105.20,5637.85,No
0040-HALCW,54,20.40,1090.60,No
4525-VZCZG,54,105.85,5826.65,No
6250-CGGUN,54,84.40,4484.05,No
7427-AUFPY,54,19.65,1008.70,No
6035-RIIOM,54,97.20,5129.45,No
4906-ZHGPK,54,70.70,3770.00,No
8540-ZQGEA,54,20.05,1102.40,No
6950-TWMYB,54,79.95,4362.05,No
2586-CWXVV,54,30.40,1621.35,No
8058-DMYRU,54,90.05,4931.80,No
0017-DINOC,54,45.20,2460.55,No
6288-CHQJB,54,69.95,3871.85,No
8097-VBQTZ,54,69.90,3883.30,No
7401-JIXNM,54,91.30,4965.00,No
3870-MQAMG,54,110.35,5893.15,Yes
6838-YAUVY,54,95.10,5064.85,No
4402-FTBXC,54,89.80,4667.00,No
2160-GPFXD,54,65.65,3566.70,No
0895-DQHEW,54,104.30,5278.15,Yes
8849-GYOKR,54,106.55,5763.30,Yes
7029-IJEJK,54,44.10,2369.70,No
4176-FXYBO,54,109.55,6118.95,No
9378-FXTIZ,54,70.15,3715.65,Yes
1725-IQNIY,54,109.75,6110.20,Yes
1732-FEKLD,54,94.75,5121.75,No
0406-BPDVR,54,101.50,5373.10,Yes
4676-WLUHT,54,46.20,2431.95,No
0757-WCUUZ,54,63.35,3409.10,No
2228-BZDEE,54,20.10,1079.45,No
4194-FJARJ,54,60.00,3273.95,No
0442-ZXKVS,54,115.60,6431.05,No
3120-FAZKD,54,24.05,1230.90,No
6987-XQSJT,54,79.50,4370.25,Yes
6008-NAIXK,54,55.45,2966.95,No
8144-DGHXP,54,80.60,4299.95,No
0536-ESJEP,54,74.55,4191.45,No
0931-MHTEM,54,100.05,5299.65,No
1360-JYXKQ,54,99.10,5437.10,No
9507-HSMMZ,54,20.00,1149.65,No
1409-PHXTF,54,110.45,6077.75,No
7647-GYYKX,54,20.35,1092.35,No
0877-SDMBN,54,103.95,5639.05,Yes
0292-WEGCH,54,86.20,4524.05,No
1114-CENIM,54,55.00,3092.65,Yes
7609-YBPXG,54,87.10,4735.20,No
1333-PBMXB,54,24.75,1342.15,No
0956-ACVZC,54,94.10,5060.90,No
3719-TDVQB,54,18.95,1031.10,No
5188-HGMLP,54,74.00,3919.15,No
5331-RGMTT,54,99.05,5295.70,No
7054-DMVAS,54,65.30,3512.90,No
4636-OLWOE,54,61.00,3283.05,No
7055-VKGDA,54,105.40,5643.40,Yes
8904-OPDCK,54,24.95,1364.75,No
7994-XIRTR,54,65.25,3529.95,No
8510-TMWYB,54,59.80,3246.45,No
2453-SAFNS,54,72.10,3886.05,No
3662-FXJFO,54,20.50,1035.70,No
5515-AKOAJ,54,100.10,5440.90,Yes
9079-YEXQJ,54,111.10,6014.85,Yes
5126-RCXYW,54,46.00,2424.05,No
5136-GFPMB,54,89.40,4869.50,No
5243-SAOTC,54,79.85,4308.25,No
4648-YPBTM,53,73.90,3958.25,No
0691-JVSYA,53,94.85,5000.20,Yes
5642-MHDQT,53,19.85,1039.45,No
3088-FVYWK,53,25.55,1336.10,No
0678-RLHVP,53,105.55,5682.25,No
2858-EIMXH,53,95.85,5016.25,No
0621-CXBKL,53,18.70,1005.70,No
0887-WBJVH,53,93.45,4872.20,No
3927-NLNRY,53,94.25,4867.95,Yes
4598-ZADCK,53,53.60,2879.20,No
9651-GTSAQ,53,106.10,5769.75,Yes
6518-PPLMZ,53,19.40,1110.35,No
8189-HBVRW,53,90.80,4921.20,No
7409-JURKQ,53,111.80,5809.75,No
5447-WZAFP,53,100.30,5200.80,No
1492-QGCLU,53,85.70,4616.10,No
1657-DYMBM,53,19.90,1110.05,No
4307-KTUMW,53,93.90,5029.20,Yes
1323-OOEPC,53,98.40,5149.50,Yes
0320-DWVTU,53,99.50,5424.25,No
0661-KBKPA,53,78.75,3942.45,No
1074-AMIOH,53,108.25,5935.10,No
9640-ZSLDC,53,60.60,3297.00,No
2634-HCZGT,53,60.05,3229.65,Yes
3251-YMVWZ,53,24.05,1301.90,No
5294-IMHHT,53,97.75,5043.20,No
6313-GIDIT,53,54.45,2854.55,Yes
3567-PQTSO,53,105.25,5576.30,No
5307-UVGNB,53,48.70,2495.20,No
7056-IMHCC,53,101.90,5549.40,Yes
7872-BAAZR,53,19.55,1007.90,No
9391-LMANN,53,95.95,5036.90,No
3785-KTYSH,53,24.60,1279.00,No
9677-AVKED,53,84.60,4449.75,No
9451-WLYRI,53,19.05,990.45,No
9504-YAZWB,53,20.25,1048.45,No
7691-KGKGP,53,65.00,3363.80,No
5206-XZZQI,53,80.60,4348.10,No
3160-TYXLT,53,46.30,2546.85,No
7247-XOZPB,53,77.40,4155.95,No
4632-XJMEX,53,62.85,3419.50,No
5944-UGLLK,53,54.90,3045.75,No
7402-PWYJJ,53,91.15,4862.50,No
9814-AOUDH,53,19.50,1050.50,No
6532-YLWSI,53,20.80,1021.80,Yes
0607-DAAHE,53,19.75,1052.35,Yes
0440-UEDAI,53,94.45,5042.75,No
3162-ZJZFU,53,92.55,4779.45,No
6925-BAYGL,53,25.10,1275.60,No
5707-ZMDJP,53,69.70,3729.60,No
4350-ZTLPI,53,108.95,5718.20,No
2794-XIMMO,53,60.45,3184.25,Yes
2927-CVULT,53,104.05,5566.40,No
1172-VIYBP,53,69.70,3686.05,No
0843-WTBXE,53,85.45,4517.25,Yes
9770-KXGQU,53,98.60,5311.85,No
6349-JDHQP,53,19.85,1049.60,No
1722-LDZJS,53,20.20,1068.15,No
9822-BIIGN,53,71.85,3827.90,No
6777-TGHTM,53,106.95,5785.50,Yes
2675-IJRGJ,53,19.65,978.00,No
6646-VRFOL,53,103.85,5485.50,Yes
8008-ESFLK,53,110.50,5835.50,No
3055-OYMSE,53,73.80,4003.85,No
1177-XZBJL,53,64.15,3491.55,No
5195-KPUNQ,53,96.75,5206.55,No
9173-IVZVP,53,20.90,1146.05,No
7470-DYNOE,53,61.10,3357.90,No
7619-PLRLP,53,74.10,3833.95,No
9972-VAFJJ,53,94.00,4871.45,No
8191-XWSZG,52,20.65,1022.95,No
7639-LIAYI,52,79.75,4217.80,No
0731-EBJQB,52,20.40,1090.65,No
3212-KXOCR,52,21.00,1107.20,No
4549-ZDQYY,52,57.95,3042.25,No
4484-GLZOU,52,105.05,5624.85,Yes
1248-DYXUB,52,24.80,1229.10,No
4983-CLMLV,52,102.70,5138.10,No
2806-MLNTI,52,105.10,5376.40,No
0732-OCQOC,52,25.05,1270.25,No
7803-XOCCZ,52,84.05,4326.80,No
0750-EBAIU,52,91.25,4738.30,No
4568-KNYWR,52,63.25,3342.45,No
0823-HSCDJ,52,49.15,2550.90,Yes
0946-FKYTX,52,30.10,1623.40,No
2252-NKNSI,52,85.15,4461.85,No
0810-DHDBD,52,74.00,3877.65,No
9170-ARBTB,52,19.60,1012.40,No
6900-RBKER,52,89.45,4577.75,No
8777-PVYGU,52,64.30,3410.60,No
3253-HKOKL,52,100.30,5244.45,No
0222-CNVPT,52,48.80,2555.05,No
4472-VESGY,52,98.15,4993.40,No
1702-CCFNJ,52,61.35,3169.55,No
1320-REHCS,52,110.75,5832.00,No
4143-HHPMK,52,85.35,4338.60,Yes
0523-VNGTF,52,50.50,2566.30,No
2546-KZAAT,52,75.40,3865.45,No
8532-UEFWH,52,25.75,1345.85,No
5732-IKGQH,52,104.45,5481.25,No
9565-AXSMR,52,19.20,1054.75,No
7963-SHNDT,52,39.10,1982.10,No
6769-DCQLI,52,105.00,5426.85,Yes
0254-KCJGT,52,81.40,4354.45,No
7693-QPEFS,52,72.95,3829.75,No
9371-BITHB,52,19.85,1070.50,No
6203-HBZPA,52,63.90,3334.95,No
5266-PFRQK,52,20.85,1071.60,No
5762-TJXGK,52,58.75,3038.55,No
4578-PHJYZ,52,68.75,3482.85,No
2834-SPCJV,52,84.10,4348.65,Yes
0689-DSXGL,52,85.80,4433.30,No
7109-CQYUZ,52,89.25,4652.40,No
5473-KHBPS,52,95.70,4976.15,No
9257-AZMTZ,52,20.10,1078.75,No
1309-XGFSN,52,80.85,4079.55,No
3620-EHIMZ,52,19.35,1031.70,No
9278-VZKCD,52,109.10,5647.95,No
3692-JHONH,52,106.50,5621.85,No
3657-COGMW,52,108.10,5839.30,No
1485-YDHMM,52,93.25,4631.70,No
1207-BLKSA,52,23.05,1255.10,No
5811-IWXYM,52,101.25,5301.10,No
5792-JALQC,52,59.85,3103.25,No
1834-ABKHQ,52,50.95,2610.65,No
8705-DWKTI,52,83.80,4331.40,No
0463-TXOAK,52,25.60,1334.50,No
2207-RYYRL,52,24.55,1331.05,No
6075-QMNRR,52,49.75,2535.55,No
8878-RYUKI,52,59.45,3043.70,No
1527-SXDPN,52,96.25,4990.25,Yes
4254-QPEDE,52,66.25,3330.10,No
3374-TTZTK,52,106.30,5487.00,No
1455-HFBXA,52,91.60,4627.80,No
5343-SGUBI,52,80.20,4297.60,No
9503-XJUME,52,19.65,928.40,No
9249-FXSCK,52,111.25,5916.45,Yes
4132-POCZS,52,39.90,2020.90,No
5385-SUIRI,52,104.20,5568.35,Yes
2279-AXJJK,52,95.65,5088.40,No
9541-PWTWO,52,80.95,4233.95,No
1428-IEDPR,52,109.30,5731.40,No
8668-KNZTI,52,53.75,2790.65,No
9746-YKGXB,52,44.25,2276.10,No
0298-XACET,52,50.20,2554.00,No
4062-HBMOS,52,103.05,5364.80,No
1960-UOTYM,52,79.20,4016.30,No
5245-VDBUR,52,35.45,1958.95,No
1241-FPMOF,52,19.65,1025.05,No
4070-OKWVH,52,94.60,5025.80,No
4075-JFPGR,51,93.50,4619.55,No
5027-YOCXN,51,110.05,5686.40,No
5973-EJGDP,51,87.35,4473.00,No
1710-RCXUS,51,90.35,4614.55,No
8672-OAUPW,51,47.85,2356.75,No
5313-FPXWG,51,24.60,1266.40,No
5076-YVXCM,51,83.40,4149.45,No
7876-AEHIG,51,60.15,3077.00,No
9036-CSKBW,51,107.45,5680.90,No
2625-TRCZQ,51,49.65,2553.35,No
1084-MNSMJ,51,85.50,4421.95,No
0743-HNPFG,51,69.75,3562.50,No
3128-YOVTD,51,79.15,4018.55,No
3584-WKTTW,51,111.55,5720.35,No
3399-BMLVW,51,60.50,3121.45,No
5364-XYIRR,51,94.65,4812.75,Yes
9060-HJJRW,51,56.40,2928.50,No
3062-ICYZQ,51,93.80,4539.35,No
7297-DVYGA,51,19.85,996.95,No
2239-CGBUZ,51,60.50,3145.15,No
4138-NAXED,51,81.00,4085.75,No
7833-PKIHD,51,76.40,3966.30,No
8945-MUQUF,51,94.80,4837.60,Yes
1784-EZDKJ,51,106.80,5498.80,No
4531-AUZNK,51,95.15,5000.05,No
4139-JPIAM,51,44.45,2181.55,No
3404-JNXAX,51,80.75,4116.90,No
5649-RXQTV,51,99.00,5038.15,No
1591-NFNLQ,51,80.00,4242.35,Yes
1810-BOHSY,51,96.40,4911.05,No
3401-URHDA,51,59.90,3043.60,No
5044-XDPYX,51,25.50,1281.25,No
0549-CYCQN,51,79.60,3974.70,No
8276-MQBYC,51,97.80,4913.30,Yes
8749-JMNKX,51,93.80,4750.95,Yes
6814-ZPWFQ,51,25.00,1260.70,No
8623-TMRBY,51,84.20,4146.05,Yes
9419-IPPBE,51,90.15,4554.85,No
1142-IHLOO,51,87.55,4475.90,No
4626-OZDTJ,51,78.65,3950.85,No
6418-HNFED,51,83.25,4089.45,No
7340-KEFQE,51,34.20,1782.00,No
6194-HBGQN,51,81.15,4126.20,No
0743-HRVFF,51,56.15,2898.95,No
1574-DYCWE,51,19.95,1028.75,No
9134-WYRVP,51,86.35,4267.15,No
2263-SFSQZ,51,24.95,1222.25,No
8701-DGLVH,51,20.45,1042.65,No
3720-DBRWL,51,83.85,4307.10,No
6582-PLFUU,51,19.55,1086.75,No
7740-KKCXF,51,30.05,1529.45,No
7245-JMTTQ,51,111.50,5703.25,No
9701-CDXHR,51,69.15,3649.60,No
6407-GSJNL,51,24.95,1288.00,No
8630-QSGXK,51,75.20,3901.25,No
6546-OPBBH,51,23.95,1216.35,No
4163-HFTUK,51,19.10,1007.80,No
6080-LNESI,51,24.75,1234.60,No
4698-KVLLG,51,19.60,967.90,No
2330-PQGDQ,51,84.20,4299.75,No
9776-CLUJA,51,77.50,3807.35,Yes
3256-EZDBI,51,29.45,1459.35,No
8249-THVEC,51,19.40,997.75,No
5294-CDGWY,51,59.30,3014.65,Yes
1591-MQJTP,51,93.65,4839.15,No
7921-LMDFQ,51,94.00,4905.75,No
0422-UXFAP,51,98.85,4947.55,No
4807-IZYOZ,51,20.65,1020.75,No
3170-NMYVV,50,20.15,930.90,No
3316-UWXUY,50,93.50,4747.50,No
6655-LHBYW,50,114.35,5791.10,No
6292-TOSSS,50,24.90,1195.25,No
4676-MQUEA,50,101.90,5265.50,No
7138-GIRSH,50,69.50,3418.20,No
2391-IPLOP,50,69.65,3442.15,No
9101-BWFSS,50,108.55,5610.70,Yes
3804-RVTGV,50,103.85,5017.90,Yes
2267-FPIMA,50,94.40,4914.90,No
8329-GWVPJ,50,69.75,3557.70,No
3696-XRIEN,50,82.50,4179.10,No
0121-SNYRK,50,35.40,1748.90,No
8152-UOBNY,50,106.80,5347.95,No
1228-FZFRV,50,105.95,5341.80,Yes
4137-JOPHL,50,89.70,4304.50,No
2511-MORQY,50,54.90,2614.10,No
3933-DQPWX,50,39.70,1932.75,No
8957-THMOA,50,20.15,970.85,No
1136-XGEQU,50,84.15,4164.40,No
5802-ADBRC,50,104.40,5232.90,No
0023-UYUPN,50,25.20,1306.30,No
7516-GMHUV,50,105.05,5163.30,No
0679-TDGAK,50,75.50,4025.60,No
5013-SBUIH,50,109.65,5551.15,Yes
2931-XIQBR,50,103.05,5153.50,No
3923-CSIHK,50,71.05,3444.85,Yes
0263-FJTQO,50,70.50,3486.65,No
2817-LVCPP,50,19.40,1023.95,No
4893-GYUJU,50,19.35,1033.00,No
4717-GHADL,50,79.60,4024.20,No
5889-JTMUL,50,95.05,4888.70,Yes
6212-ATMLK,50,95.70,4729.75,No
9447-YPTBX,50,19.85,943.10,No
3194-ORPIK,50,84.40,4116.15,Yes
7244-QWYHG,50,44.45,2188.45,No
9602-WCXPI,50,20.15,989.05,No
4304-XUMGI,50,75.15,3822.45,No
0237-YFUTL,50,109.65,5405.80,No
1357-BIJKI,50,98.25,4858.70,No
9702-AIUJO,50,44.80,2230.85,No
0608-JDVEC,50,19.80,1013.20,No
5120-ZBLAI,50,75.70,3876.20,No
8582-KRHPJ,50,35.00,1782.40,No
4366-CTOUZ,50,100.20,5038.45,No
6893-ODYYE,50,90.10,4549.45,No
7550-WIQVA,50,108.25,5431.40,No
5073-RZGBK,50,80.05,4042.20,No
1215-EXRMO,50,20.55,1067.65,No
7480-QNVZJ,50,95.70,4816.70,Yes
5371-VYLSX,50,83.40,4113.70,No
5549-ZGHFB,50,24.95,1261.45,No
3021-VLNRJ,50,70.80,3478.15,No
2144-BFDSO,50,108.75,5431.90,No
2786-GCDPI,50,104.95,5222.35,No
2589-AYCRP,50,19.75,989.05,No
5671-UUNXD,50,100.65,5189.75,No
5774-QPLTF,50,20.35,938.95,No
8033-VCZGH,50,103.95,5231.30,No
9074-KGVOX,50,39.45,2021.35,No
1842-EZJMK,50,103.70,5071.05,Yes
9174-IHETN,50,70.35,3533.60,No
4726-DLWQN,50,70.35,3454.60,No
6340-DACFT,50,20.55,1070.25,No
4816-OKWNX,50,103.40,5236.40,No
7103-IPXPJ,50,99.40,5059.75,No
6598-KELSS,50,43.05,2208.05,No
6583-QGCSI,50,88.05,4367.35,Yes
0280-XJGEX,49,103.70,5036.30,Yes
6322-HRPFA,49,59.60,2970.30,No
3714-NTNFO,49,84.50,3906.70,No
0318-ZOPWS,49,20.15,973.35,No
5628-RKIFK,49,101.55,5070.40,No
4554-YGZIH,49,90.05,4547.25,Yes
4908-XAXAY,49,89.85,4287.20,No
5533-RJFTJ,49,30.20,1453.10,No
5170-PTRKA,49,35.80,1782.00,No
5002-GCQFH,49,93.85,4733.10,No
5536-RTPWK,49,99.05,4853.75,Yes
2040-VZIKE,49,100.85,4847.35,No
9681-KYGYB,49,88.20,4159.45,No
5724-BIDBU,49,55.35,2633.95,No
2812-REYAT,49,20.05,923.10,No
6651-AZVTJ,49,99.80,4872.45,Yes
0701-RFGFI,49,95.40,4613.95,No
9139-WQQDY,49,100.45,4941.80,Yes
8624-GIOUT,49,59.75,2934.30,Yes
3126-WQMGH,49,52.15,2583.75,No
6770-UAYGJ,49,25.25,1211.65,No
1306-RPWXZ,49,20.45,1024.65,No
9755-JHNMN,49,67.40,3306.85,No
7989-AWGEH,49,39.20,1838.15,No
6559-RAKOZ,49,97.95,4917.90,No
1169-SAOCL,49,106.65,5168.10,No
6988-CJEYV,49,98.70,4920.55,No
1936-CZAKF,49,49.65,2409.90,No
5131-PONJI,49,90.40,4494.65,No
0617-FHSGK,49,75.20,3678.30,Yes
6322-PJJDJ,49,94.80,4690.65,No
1125-SNVCK,49,43.80,2106.05,No
1530-ZTDOZ,49,40.65,2070.75,No
0487-CRLZF,49,74.45,3721.90,No
4039-PIMHX,49,49.80,2398.40,No
5655-JSMZM,49,96.20,4718.25,Yes
0112-QWPNC,49,84.35,4059.35,Yes
9732-EQMWY,49,99.40,5025.00,No
9732-OUYRN,49,19.00,918.70,No
8430-TWCBX,49,20.70,1032.05,No
7481-ATQQS,49,90.85,4515.85,Yes
5278-PNYOX,49,100.65,4917.75,No
5855-EIBDE,49,106.65,5174.35,No
0961-ZWLVI,49,109.20,5290.45,No
2284-VFLKH,49,99.25,4920.80,No
2821-WARNZ,49,19.45,921.30,No
2676-SSLTO,49,66.15,3199.00,No
5204-HMGYF,49,87.20,4345.00,No
1470-PSXNM,49,93.65,4520.15,No
6386-SZZKH,49,107.95,5293.20,Yes
7614-QVWQL,49,51.80,2541.25,Yes
8133-ANHHJ,49,103.00,5166.20,No
